StarID,RA,Dec,Spectrum
46970,13.18051822,-52.90757683,K1/K2III    
46971,13.18062412,-10.10297361,A0          
46972,13.18104938,57.56037188,G9III       
46973,13.18105984,-39.49262224,F3V         
46974,13.1811798,1.72579971,F6III       
46975,13.18120535,21.23388837,F2II        
46976,13.1815442,28.35634289,A9III       
46977,13.18170966,-60.05011088,K2III       
46978,13.18255211,8.79806551,K0          
46979,13.18271816,-2.72899858,G5          
46980,13.18290719,-52.56685355,Ap          
46981,13.18306879,-62.08768399,F0/F2IV/V   
46982,13.1840093,-45.86964303,F5V         
46983,13.1843963,-59.74575511,B1Ia comp   
46984,13.18481587,-17.08977381,F2III/IV    
46985,13.18520673,-54.16661681,B7V         
46986,13.18534747,13.91001749,F2IV:       
46987,13.18537903,-67.56528996,G8III       
46988,13.18552201,-71.81422197,Fm...       
46989,13.18581695,-42.23282785,F7IV        
46990,13.18715833,-55.51206177,K2III       
46991,13.18731834,-39.00212082,M2III       
46992,13.18733393,-14.24231778,K0III       
46993,13.18741707,33.46593496,F0          
46994,13.18778467,-41.41969783,K0IIICN...  
46995,13.18814963,-31.11993088,M2III       
46996,13.18848392,-11.92778579,K0          
46997,13.18852667,-46.60195201,F5V         
46998,13.18856724,-9.5806166,G0          
46999,13.18936403,-13.96226819,K0III       
47000,13.18936444,9.6253276,G1V         
47001,13.189762,63.1461813,F5          
47002,13.18980764,-43.36850529,K1/K2III    
47003,13.19020881,3.16851146,K0          
47004,13.1911804,26.38695693,K1III       
47005,13.19131027,40.79251077,K0          
47006,13.19135604,-12.99998264,G0V         
47007,13.19139865,28.86792994,F6V         
47008,13.19143666,32.29384793,K0          
47009,13.19153581,-55.35683729,B2IVpe      
47010,13.19164111,46.9521749,K5          
47011,13.19178573,-35.12990835,K1III       
47012,13.19191349,6.78840658,A3          
47013,13.19232108,21.91872836,G5III       
47014,13.19249599,7.40473155,K0          
47015,13.19282259,34.4870992,F5V         
47016,13.19308491,19.81558558,G5          
47017,13.19335632,-56.90897973,M0/M1III    
47018,13.19362106,12.34143021,F8          
47019,13.1936388,-67.46610746,F6IV/V      
47020,13.19423458,-26.55172563,A5V         
47021,13.19460874,-11.22164893,K0          
47022,13.19538815,-20.67725652,G8III       
47023,13.19543736,-37.39750061,A0V         
47024,13.19580292,-7.05045415,F8          
47025,13.19589156,-35.61858813,G3V         
47026,13.19591161,-68.91692714,A6V         
47027,13.19686573,12.73045884,K0          
47028,13.19760597,-69.94201974,F3IV/V      
47029,13.19788339,-52.81229305,M2III       
47030,13.19803407,27.87603769,G0V         
47031,13.19807621,-63.30298568,F0II        
47032,13.19834156,-24.56906165,K1/K2III    
47033,13.19876733,-61.11732927,F2Ib-II     
47034,13.19914934,-45.27878892,K4III       
47035,13.19963321,-49.61806474,F2V         
47036,13.19966883,-13.58744702,F0V         
47037,13.20050548,-12.40264101,G5          
47038,13.20056418,32.08528207,F8          
47039,13.20065107,-56.95726925,B9IV        
47040,13.20096299,-37.80313606,G3V         
47041,13.20096794,-16.1979034,F6V         
47042,13.20134368,36.90862896,K0          
47043,13.20140374,11.22049982,F5          
47044,13.20197477,-55.92845498,K1III       
47045,13.20216743,69.49524764,K5          
47046,13.20233987,24.25812901,K1III       
47047,13.20271626,-57.37669754,K2III       
47048,13.20275899,-20.8844091,K0IIICN...  
47049,13.20349639,34.81293357,F5          
47050,13.20409751,29.9762472,K3V         
47051,13.20438284,-62.71402986,G1IV        
47052,13.20466976,-72.82838911,K2III       
47053,13.20489702,-59.92053651,B8V         
47054,13.2055831,17.51712793,F9V         
47055,13.20585271,-23.33548231,K0          
47056,13.20591492,18.71330209,F8V         
47057,13.20625266,-73.61815654,G6III       
47058,13.20635441,2.6538266,F2          
47059,13.20650332,77.19447085,A2          
47060,13.20658608,-70.32187983,G8III       
47061,13.20707089,80.47128181,K0Ib        
47062,13.20761526,20.84217168,F7V         
47063,13.20788893,79.65233601,K0          
47064,13.20807581,-60.19379126, 
47065,13.20844369,-34.75396543,K0          
47066,13.20890739,-34.74738803,F5/F6V      
47067,13.20915319,11.55617035,M0III       
47068,13.20934537,-60.22296853,G1IV/V      
47069,13.2093757,-50.47672317,G8III       
47070,13.20998586,18.75176987,G8III       
47071,13.21043687,58.4490638,F7V         
47072,13.21107655,76.28398658,F5          
47073,13.21112078,4.06828005,F0          
47074,13.21218516,-2.26506302,K0          
47075,13.21223247,-65.29140434,B8III       
47076,13.21233231,-31.87259921,G0V         
47077,13.21272447,-1.75835898,M...        
47078,13.21286392,-53.93028943,F5V         
47079,13.21287747,34.52823418,F5          
47080,13.2131837,26.88119199,Am          
47081,13.21326372,40.50418259,K0          
47082,13.21328325,-55.10862203,G2          
47083,13.21354619,-66.22676607,A0V(n)      
47084,13.21355219,-3.89460083,K2          
47085,13.21355625,51.89983123,K0          
47086,13.21367638,34.88849668,K2III       
47087,13.21375892,42.62661766,G5          
47088,13.21388114,-61.5450833,A9/F0III/IV 
47089,13.21412753,-42.69971196,K0III       
47090,13.21488153,8.39323934,G5          
47091,13.21491823,19.91837061,K0          
47092,13.21512316,-30.71212756,K1IV/V      
47093,13.21537472,34.28158283,A2          
47094,13.21547417,-59.81634245,G0V         
47095,13.21637072,-29.09998239,A2III       
47096,13.21678549,67.30966125,K0          
47097,13.21763834,38.27738359,F7V         
47098,13.21819537,86.31627735,G5          
47099,13.21875124,15.31752296,K0          
47100,13.21888947,-70.1516601,B8V         
47101,13.21925145,68.98003157,F5          
47102,13.21963755,-61.89200154,G0V         
47103,13.22003394,-22.9331675,K4/K5III    
47104,13.22014925,18.72712766,G8III       
47105,13.22031163,-8.93173002,G5          
47106,13.22039508,-5.02343833,G5          
47107,13.22050427,-2.55563145, 
47108,13.22061076,-72.54400054,B6V         
47109,13.22062921,46.49398407,G5          
47110,13.22098529,-15.46046828,K0III+...   
47111,13.22175819,13.39146775,K0          
47112,13.22216551,40.56094308,K5          
47113,13.22252629,-13.47110904,F5V         
47114,13.22257942,-3.49455503,K2          
47115,13.22311333,8.79635242,M0          
47116,13.22316183,-50.6997859,B9V         
47117,13.22383793,-52.40732393,A6IV        
47118,13.22412461,-18.8263809,A0V         
47119,13.22444337,-68.49896056,A3V         
47120,13.22451752,67.28793399,K2III       
47121,13.22455538,56.68091877,K2II        
47122,13.22554108,72.79913223,A2V         
47123,13.22642963,-63.10273883,B9III/IV    
47124,13.22665047,36.88758126,M0          
47125,13.22672537,-74.02153036,B9.5V       
47126,13.22691378,56.70831399,G1V         
47127,13.22745019,38.21325219,K0III       
47128,13.22787945,-4.37705523,G5          
47129,13.2280806,46.47627673,G5          
47130,13.22831245,29.81780856,G9III       
47131,13.22860596,40.15284766,K0III       
47132,13.22868451,20.41627977,K0          
47133,13.22876708,-35.94614127,F2IV        
47134,13.22906393,32.53048063,G2II        
47135,13.22923098,-26.51582255,G5V         
47136,13.22943503,-67.9260973,F6V         
47137,13.22973506,-64.31323355,A1V         
47138,13.22981304,-6.92042,G0          
47139,13.22996946,-27.62931297,A3III/IV    
47140,13.23119908,-45.18553071,G2V         
47141,13.23137436,25.69837213,F7V         
47142,13.23153174,-65.03347998,F0IV        
47143,13.23169428,-39.76327079,G6III       
47144,13.23176052,-77.45918096,B6V         
47145,13.23221191,-71.84408245,B9.5III     
47146,13.23266573,1.45655661,K5III       
47147,13.23272219,-43.13916095,K5II        
47148,13.23301218,-48.81751268,F0III/IV    
47149,13.23355186,56.82979143,M0          
47150,13.23374612,-22.36234984,F2IV/V      
47151,13.23386604,-62.65388122,F8Ib        
47152,13.23392574,-64.87872222,B9IV        
47153,13.23427226,-58.31706865,B9.5IV      
47154,13.23433461,9.77391423,K0          
47155,13.23455697,-2.80697766,M7III       
47156,13.23563244,-54.69294443,F9Ib        
47157,13.23593549,-14.28212491,G1V         
47158,13.23594285,-16.55838608,K0/K1V      
47159,13.23638046,-19.93133468,G8III/IV    
47160,13.23653773,-63.37373127,B2Vpe       
47161,13.23656905,-31.60922942,G8III       
47162,13.23670825,-58.68390821,K0/K1III    
47163,13.23733505,-58.78371353,A0/A1V      
47164,13.23761891,-59.10285946,F7IV        
47165,13.23788152,-41.21176053,K0III       
47166,13.23815458,-78.44744492,F8Ib        
47167,13.23868565,-25.21376721,K5          
47168,13.23893249,-42.85209141,K1III       
47169,13.24030435,45.18056905,F5          
47170,13.2403147,-35.43982985,F5V         
47171,13.24041794,-75.17115051,K3IIICN...  
47172,13.24053945,59.07184701,M:          
47173,13.24063271,-54.96211989,K0III       
47174,13.2409106,-33.93004898,K0III       
47175,13.24099425,-24.28427154,F0V         
47176,13.24143329,59.61960488,F5          
47177,13.24201191,11.33178469,M0III       
47178,13.24272088,60.74852623,G5          
47179,13.24299095,-28.53553024,F3V         
47180,13.24328463,-42.20258426,F2/F3V      
47181,13.24334473,-79.19350564,K1III:      
47182,13.24361554,29.4012762,F6V         
47183,13.24374411,15.28597113,F5          
47184,13.24443038,-46.85747401,F0V         
47185,13.24460106,-79.29127736,G0V         
47186,13.24463709,-38.65158925,B4V:ne      
47187,13.24537866,-48.95680509,K0IV        
47188,13.24566443,-63.5810553,O9:V        
47189,13.24586888,-10.37027582,K5          
47190,13.24685725,-15.01803326,G8IV        
47191,13.24729975,54.47058271,K5          
47192,13.24800607,-21.36742522,K4III       
47193,13.24815857,-10.43244526,F0          
47194,13.24847896,59.29560004,A3          
47195,13.2487841,-51.80466966,F2V         
47196,13.24884784,-11.36870113,G0          
47197,13.24887805,54.13398311,G5          
47198,13.24903668,82.0978347,K2          
47199,13.24936239,-19.03475857,K3III       
47200,13.25024378,-11.34845572,K0          
47201,13.25048322,23.05067602,K2          
47202,13.25080636,4.51750521,M...        
47203,13.2509343,78.70130787,K0          
47204,13.25120725,-30.18137783,K0II        
47205,13.25239654,35.44578805,A2          
47206,13.25259734,8.19882293,K2          
47207,13.25263602,-36.37135768,K1III       
47208,13.25284438,18.91888227,K0          
47209,13.25342107,84.75210233,G0          
47210,13.25371961,-19.20475327,G2V         
47211,13.25373385,10.68866911,G5          
47212,13.25399031,-37.42498582,B8II/III    
47213,13.25399198,-18.9198917,F2V         
47214,13.25401219,-40.38859942,G8V         
47215,13.25416605,-67.8945633,B8V         
47216,13.25493123,-59.79286747,B9.5III     
47217,13.25506554,-70.47794809,B4III       
47218,13.25515004,16.19481528,K2          
47219,13.25529902,-57.25883372,B2/B3III    
47220,13.25565117,-24.00055822,F5V         
47221,13.25576397,-55.34126109,G2/G3V      
47222,13.25583387,-1.74601664,G5          
47223,13.25602933,7.49259194,G5          
47224,13.25624667,-53.69329062,F8V         
47225,13.25627864,-43.06301302,K1III       
47226,13.2565892,83.90558838,G5          
47227,13.25700198,-47.51921502,K1III       
47228,13.25715718,-69.67919729,K2/K3III    
47229,13.25725118,73.26058826,K5          
47230,13.25788077,-39.69308122,G1V         
47231,13.25819019,-87.56030424,G5IV-V      
47232,13.25853956,-8.05530078,G5          
47233,13.25890141,40.8551724,A7V         
47234,13.25891009,36.59969319,G0          
47235,13.25894967,3.04908759,G5          
47236,13.26011307,28.74196822,K3III       
47237,13.2601952,3.54725024,K0          
47238,13.26032834,9.01632548,G5          
47239,13.26037363,-41.14129384,K0III       
47240,13.26046243,-55.38584802,G5III       
47241,13.26076004,34.182558,F8V         
47242,13.26124098,54.40297546,K0          
47243,13.26205469,11.8962569,K0          
47244,13.262257,10.25045259,G0          
47245,13.26240155,-85.56118423,Ap...       
47246,13.26289182,14.96554209,F2          
47247,13.26303993,7.9529665,K0          
47248,13.26306339,-42.05488245,M3III       
47249,13.2637637,-40.05471906,K1III       
47250,13.26425642,-63.88424892,B1V         
47251,13.26498934,-12.35009179,K2          
47252,13.26562127,-36.67447892,K4III       
47253,13.26598705,-3.11264472,G5          
47254,13.26603631,21.38186107,B9          
47255,13.26622561,-56.35536014,K2IIICN...  
47256,13.26627284,-19.94282246,K1III       
47257,13.26646181,4.64674522,G5          
47258,13.2667331,9.20967831,G5          
47259,13.26737617,63.61998925,F5          
47260,13.26747678,-69.5505768,K2III       
47261,13.26749712,-3.90610958,G5          
47262,13.26754138,-5.6686241,F8          
47263,13.26775553,3.96417267,G0          
47264,13.26776291,-50.89662088,B8V         
47265,13.26778278,65.69197909,G5          
47266,13.26792473,-46.6908312,B8IV/V      
47267,13.26800189,-62.58374253,O9.5V       
47268,13.26835246,-21.91736991,F8V         
47269,13.26851654,-57.06158955,F2IV        
47270,13.26876824,57.09089443,K0III-IV    
47271,13.26922678,-84.46283128,F6V         
47272,13.26934579,58.20649016,F8          
47273,13.26953571,-48.4650023,K0III       
47274,13.26973828,35.88628889,G2V         
47275,13.27000423,30.89433825,G5          
47276,13.27021084,-52.41473841,K0III       
47277,13.27046426,-12.62117218,K0IIICN...  
47278,13.2706518,19.0517164,G8III       
47279,13.27070359,-50.95507216,A9III/IV    
47280,13.27087312,7.62575605,F8          
47281,13.27117332,15.02430236,F0          
47282,13.27182943,25.9208338,F7V         
47283,13.27218622,27.73529151,G8V         
47284,13.272301,17.25648616,G0          
47285,13.27274469,-33.7954533, 
47286,13.27275143,-59.13526188,F0IV/V      
47287,13.27276224,63.06285394,F5          
47288,13.2727663,29.0989852,A           
47289,13.2733167,6.50474518,M6III       
47290,13.27375083,-1.3904648,F1IV        
47291,13.27431564,46.22414084,F5          
47292,13.27462657,68.40796113,B9.5V       
47293,13.27491525,17.30025796,G0          
47294,13.27523228,20.09793619,G5          
47295,13.27551253,-44.70437723,K5pvar      
47296,13.2756468,19.78521744,F0V         
47297,13.27687324,18.90325985,K0          
47298,13.27700653,50.57127779,G5          
47299,13.27779962,-5.57338834,G0          
47300,13.27799781,43.83933119,K1III       
47301,13.27845991,36.38144955,K0          
47302,13.27903652,19.81512181,A2          
47303,13.27917943,-65.1381259,F5V         
47304,13.27951825,-41.28300203,G8/K0III:   
47305,13.2796426,9.423693,G0Vs        
47306,13.27971478,-21.78901665,K3III       
47307,13.28008946,12.41593136,G5          
47308,13.28044568,-6.93476502,F5          
47309,13.28074089,17.01781641,K2V         
47310,13.28098711,46.31812658,F2          
47311,13.28107184,1.24023793,F5          
47312,13.28129368,5.16157034,K0          
47313,13.28130153,-30.59201081,F2III       
47314,13.28141977,-31.5060767,K0III       
47315,13.28156367,-34.59839183,G5V         
47316,13.28185511,49.68789717,F5          
47317,13.28221097,9.03964729,F5          
47318,13.28241483,29.04446204,K3III       
47319,13.28290886,-13.15881054,K0III       
47320,13.28423818,20.86760481,K0          
47321,13.28452552,-65.60462935,K0III       
47322,13.28654017,-46.4767479,K5/M0III    
47323,13.2867339,-12.5258094,F5V         
47324,13.28695416,-66.78342263,K2Ib/II     
47325,13.28720083,-43.97944198,Am          
47326,13.28767315,13.67564684,K3III       
47327,13.2886481,-32.59958682,K0III       
47328,13.28885776,32.487882,F8          
47329,13.28928981,30.61270009,F0          
47330,13.28944869,-11.48354663,A2          
47331,13.28995803,-21.53797565,A9III/IV    
47332,13.29008635,-36.81725153,G1V         
47333,13.29073646,-22.74888964,K1/K2III    
47334,13.29088531,36.81508717,K0III       
47335,13.29093776,-10.54632759,F0          
47336,13.29138485,-42.93291769,F3V         
47337,13.29163693,-0.67604128,F0V         
47338,13.29187524,-65.03580528,K1III       
47339,13.29215158,57.82178312,K0          
47340,13.29216081,-15.54792587,K0III       
47341,13.2923992,40.57256275,F3III       
47342,13.2925816,17.29241952,G5          
47343,13.29294732,19.21520279,K2          
47344,13.29319422,49.76009735,K2          
47345,13.2932106,-43.29919068,A1/A2V      
47346,13.29341302,5.46984502,M2III       
47347,13.29353457,-66.95433663,K0III       
47348,13.2936599,19.02178702,G5          
47349,13.29376046,71.24661794,F8          
47350,13.29380947,-45.34573679,F8/G0V      
47351,13.29388952,13.76379869,G8III-IV    
47352,13.29396334,-37.01720138,A3IV        
47353,13.29475805,45.88528794,F2          
47354,13.29496955,84.71566131,K2          
47355,13.29507877,56.40055418,F5          
47356,13.29538938,-60.41592745,B9III       
47357,13.29558238,-8.73314448,F8          
47358,13.29564302,58.75054627,G9IV        
47359,13.29573973,-47.58992392,B9V         
47360,13.2967473,-68.04012732,Ap...       
47361,13.29691283,45.58512947,K0III       
47362,13.29737403,-50.19710843,F2III       
47363,13.29873688,-68.49564383,B9IV        
47364,13.29873938,-61.01074512,F5V         
47365,13.29927426,27.45345735,F8V         
47366,13.29956889,36.29995254,M2V:        
47367,13.29966587,12.24481331,K0          
47368,13.29991596,-73.34442378,A1m...      
47369,13.30001241,-72.95022981,Ap...       
47370,13.30005438,58.61224767,G8III       
47371,13.30014862,20.99837858,F5          
47372,13.30068874,13.00011846,A2          
47373,13.30130386,40.52970839,K0          
47374,13.30133544,50.44634568,F2          
47375,13.30142479,-44.05533428,B9V         
47376,13.30152761,-60.39728085,K5II/III    
47377,13.3016873,-14.77943914,K6          
47378,13.3019101,-63.68711726,B1Ia comp   
47379,13.30234691,-55.25226358,K0III       
47380,13.30240514,83.89907995,F2          
47381,13.30329457,67.68794818,K0          
47382,13.30331657,31.63035621,F2          
47383,13.30403901,49.68201519,A0V         
47384,13.30404452,26.2923397,F2V         
47385,13.30422708,-26.84217157,F7V         
47386,13.30494153,-5.78923992,F2          
47387,13.30501441,-57.30032515,B9III       
47388,13.30520704,-25.52087411,K0III       
47389,13.30552036,-63.44914405,F5Iab       
47390,13.30620864,3.7523992,K0          
47391,13.30639438,-43.60749026,B9V         
47392,13.3064867,-47.10252393,A2m...      
47393,13.30651692,-28.33231087,K0III       
47394,13.30671199,-78.82308932,A7V         
47395,13.30678797,32.77794193,G0          
47396,13.30692382,-45.76461115,A0V         
47397,13.30693666,-18.30861062,G5V         
47398,13.30769651,34.09829261,K4.5III     
47399,13.30772342,39.8983161,K0...       
47400,13.30799111,1.24662763,K0          
47401,13.30869408,43.03631642,K0III       
47402,13.30919541,-6.26575188,K0          
47403,13.30969205,-51.28574682,A0V         
47404,13.31010187,-57.45426907,K2V         
47405,13.31018807,12.91172833,M...        
47406,13.31034679,26.3657579,A2p         
47407,13.311626,7.18642074,G5          
47408,13.31199116,-49.87827225,B8III       
47409,13.31235045,-58.26703253,G2V         
47410,13.31257928,32.16990309,F0          
47411,13.31259983,-17.13370587,G2V         
47412,13.31293927,26.31730657,K2          
47413,13.31317305,11.83293541,K5          
47414,13.31323617,47.14033573,F5          
47415,13.31342692,-79.97596131,B9.5/A0V    
47416,13.31379312,-13.19567525,K0V         
47417,13.31389316,-12.01547864,A0          
47418,13.31420949,3.68766942,A1IV        
47419,13.31425061,24.61148749,G2V         
47420,13.31442875,33.43867591,K1V         
47421,13.31476232,-53.22155768,G8V         
47422,13.31503291,2.54359744,K2          
47423,13.3151318,0.50587442,G0          
47424,13.31521837,67.19490618,F5          
47425,13.31534816,-23.17141246,G8III       
47426,13.31584124,12.37366494,K2          
47427,13.31585792,-3.07136216,K5          
47428,13.31591055,-25.25548067,G3V         
47429,13.31615601,-28.78483952,K5/M0III    
47430,13.31619192,-62.3823296,F8Ib-II     
47431,13.31620333,-1.26934408,K0          
47432,13.31621614,-25.59556049,F8V         
47433,13.31630381,-12.64808549,F2III/IV    
47434,13.31643757,-74.8403874,G8/K0V      
47435,13.31671486,14.47244283,K0          
47436,13.31721656,28.56755515,F8IV        
47437,13.31785355,35.12793546,F0IV        
47438,13.31797546,-20.00350098,A1V         
47439,13.31817503,-52.65484396,F5/F6V      
47440,13.31852778,3.72285325,K2III:      
47441,13.31857676,2.90356362,G5          
47442,13.31902647,-37.66778755,F6/F7V      
47443,13.31992784,-56.27906864,B7III       
47444,13.32044141,9.45148253,K2          
47445,13.32117375,45.09996146,F5          
47446,13.32156699,-15.56734289,G3/G5V      
47447,13.32194264,-72.03547781,K3III       
47448,13.32210516,-59.47230026,F2IV/V      
47449,13.32268857,-24.61932029,F5V         
47450,13.32346613,-73.81756449,K2III       
47451,13.32361755,21.06505442,G0          
47452,13.32390604,-61.37140646,K1II        
47453,13.32403093,-11.14837812,F5          
47454,13.32407223,22.82777288,F8V         
47455,13.32438828,45.52715848,M4e-M6IIIA:e
47456,13.32469376,-58.47845492,K0III       
47457,13.32557416,8.64504356,K2          
47458,13.32585459,-63.75544454,F5V         
47459,13.32592098,35.11204745,M0          
47460,13.32623048,35.10894812,M3          
47461,13.32665441,5.46358318,F5III       
47462,13.32699211,-12.48359996,K5          
47463,13.32733725,-60.635176,K5Ib        
47464,13.3278706,33.34687596,M2          
47465,13.32852683,36.0828481,G5          
47466,13.32859371,-30.33235404,B5III       
47467,13.32873808,-67.36429075,B9V         
47468,13.32892298,-11.67293545,A2          
47469,13.32915066,-6.54161126,F2          
47470,13.32932692,47.7780717,K0          
47471,13.32942921,-65.91678,F0V         
47472,13.32980578,36.37382886,G5          
47473,13.32986525,-9.10557749,K0          
47474,13.32995619,50.43348166,K0          
47475,13.33070544,-61.96905608,B8II/III    
47476,13.33083705,65.1843769,M...        
47477,13.33091311,-70.85494655,G6IV-V      
47478,13.33101541,64.45793306,G5          
47479,13.33157288,28.10470228,F6V         
47480,13.33228719,63.56765441,K5          
47481,13.3324008,38.36899414,G5          
47482,13.33249321,8.48720422,K0          
47483,13.33292996,-62.03119105,F6/F7IV     
47484,13.33293086,-41.19069489,F6V         
47485,13.33351202,46.69710763,K2          
47486,13.33383829,38.15939294,G8III       
47487,13.33392505,-62.52660375,K2/K3III    
47488,13.33393786,1.60991734,F5          
47489,13.33459293,-76.41919058,Ap...       
47490,13.33474141,-34.57948473,K2III       
47491,13.33494906,10.00004887,K0          
47492,13.33549968,59.86181793,F8          
47493,13.33594066,15.56405093,G5          
47494,13.33650459,80.62435216,K0          
47495,13.33670425,60.38599384,G5          
47496,13.33693778,-53.47343475,B9V         
47497,13.33741508,3.28755291,K2          
47498,13.33771733,17.76603081,F5          
47499,13.337771,69.63562593,F5          
47500,13.3385116,-24.50978499,K1III       
47501,13.33860991,40.15055594,K1III       
47502,13.33889439,-77.95858768,K1III       
47503,13.33890344,-11.30411836,K0          
47504,13.33936884,65.10602994,A2          
47505,13.33945361,-9.05969116,G5          
47506,13.33977179,45.10940634,G8IV        
47507,13.33997403,-40.95955917,A0V         
47508,13.34024052,-1.65689717, 
47509,13.34049246,17.58050032,F2V         
47510,13.34063386,-16.70364261,K2III       
47511,13.34066438,-41.57605311,K4/K5III    
47512,13.34078922,-49.22361928,A7/A8V      
47513,13.34086926,43.11138103,K2III       
47514,13.34103057,-27.2444727,K3          
47515,13.34112776,-10.19046078,K0          
47516,13.34155309,61.39931037,A2          
47517,13.34163869,-27.40998659,K5III       
47518,13.34166937,-33.6577686,K4III       
47519,13.34172227,-43.43544994,K1III       
47520,13.34172426,-66.5334836,G5V         
47521,13.34180394,-20.88075325,F3V         
47522,13.34181364,-45.67691862,A5V         
47523,13.34186765,-22.135221,K0III       
47524,13.342474,8.24505748,K2          
47525,13.34274276,4.82712864,A3          
47526,13.34307334,-59.77275811,F3/F5II     
47527,13.34335154,-36.71208109,A2V         
47528,13.34345957,-18.42458587,G8III/IV    
47529,13.34384845,-52.74778497,B6V         
47530,13.34403595,-69.68053848,A2V         
47531,13.34408037,36.6757762,G0          
47532,13.34410745,8.92298367,K5          
47533,13.34424958,-14.77237772,G5V         
47534,13.34431978,24.64882435,K1III       
47535,13.34489038,2.94231688,A3V         
47536,13.34554618,10.87636434,M1          
47537,13.34557544,4.13245654,K2V         
47538,13.34589992,-11.45037281,M1          
47539,13.34592158,-23.76344367,K5III       
47540,13.34592183,69.10229137,G5          
47541,13.3464514,-52.25567966,F7V         
47542,13.34659872,-46.20488696,K1III       
47543,13.34675818,37.56501374,F7V         
47544,13.34676198,-55.80069803,B0.5Ia      
47545,13.34679471,13.79912682,G0          
47546,13.34729865,9.93321077,K8          
47547,13.34741927,60.25279552,F5          
47548,13.34753562,43.99011862,F2          
47549,13.34862397,52.71165442,F2          
47550,13.34936315,34.27966699,M0          
47551,13.3493786,-46.88005836,K1III       
47552,13.3501675,-5.66554153,F5          
47553,13.35089466,-22.38299851,G6/G8III    
47554,13.3513334,-24.47024364,K5/M0III    
47555,13.35157208,-21.80593571,F3V         
47556,13.35188361,-73.27440068,A5V         
47557,13.35203032,47.26975278,K0          
47558,13.35246516,-40.3369214,F8/G0V      
47559,13.35251965,23.49732385,K0          
47560,13.35274578,-39.97568862,M0/M1III    
47561,13.35287648,-51.67115261,B8/B9IV     
47562,13.3530205,37.85709767,F8V         
47563,13.35313446,-49.69959365,K1IIICN...  
47564,13.35314604,-62.90822577,K0III       
47565,13.35317121,41.65690833,K0III       
47566,13.35341917,-9.99921811,G5          
47567,13.35343067,61.08471334,G5          
47568,13.35384265,-74.44193577,Npvar       
47569,13.35426309,-53.35719852,F5V         
47570,13.35523425,68.70793118,G5          
47571,13.35584657,33.29326401,K0          
47572,13.35623638,14.1489695,K2          
47573,13.35634346,-39.98994207,B9.5V       
47574,13.35639583,-78.12875408,F8V         
47575,13.35653342,-64.04963879,G0V         
47576,13.35656498,-22.79421155,F3IV        
47577,13.35720303,-43.63428489,B9V         
47578,13.35798601,-67.53685624,B3V         
47579,13.35828257,-19.48928681,A2/A3V      
47580,13.35863372,63.95037227,K2          
47581,13.35868453,-47.64457996,K1III       
47582,13.35887431,-60.80884785,B8V         
47583,13.35897319,38.88045844,G8III       
47584,13.35976473,18.22484933,K0          
47585,13.3598182,-11.74701959,K2          
47586,13.36025501,2.85404864,K5          
47587,13.3604968,42.97886399,K5          
47588,13.36083044,-36.54917638,K3III       
47589,13.36131929,16.08152653,K0          
47590,13.36157742,2.0873706,A2V         
47591,13.36229695,-42.13171197,K3III       
47592,13.36232277,-39.31134077,G:w...      
47593,13.36287137,-18.74208767,Ap          
47594,13.36352621,-55.41703077,B9IV/V      
47595,13.36352652,17.76551213,F0          
47596,13.36383538,-36.11218043,F2V         
47597,13.36383794,71.8718667,K2          
47598,13.36393231,39.38103654,A1V         
47599,13.3640211,1.39540215,K2          
47600,13.3657315,22.31091775,G0V         
47601,13.36578098,25.99814394,G8III       
47602,13.36586353,-38.85437046,G1/G2IV     
47603,13.36587921,-51.28221363,A3/A4III/IV 
47604,13.36646754,-49.91269137,B3III       
47605,13.36662698,24.88235319,A9III       
47606,13.36715656,2.75733312,M...        
47607,13.36729749,-51.6991044,K0III       
47608,13.36746187,-43.0503976,A3IV/V      
47609,13.36747117,35.63050054,F8V         
47610,13.36776993,43.90333351,A7m         
47611,13.36782845,39.86884136,G5          
47612,13.36825641,-9.05971095,G0          
47613,13.36838734,-57.68947648,B2/B3III/IV 
47614,13.36844417,-14.41976449,K5III       
47615,13.36844602,-70.54704619,B8IV        
47616,13.36872814,-60.18498381,B1III       
47617,13.36882204,-0.06778472,K0          
47618,13.36895788,-12.57953334,K5III       
47619,13.36936936,5.15485074,A2m         
47620,13.36940309,-64.21882819,C+          
47621,13.36984751,-4.66270606,F8          
47622,13.37058252,-35.69771205,G8/K0III    
47623,13.37085191,30.29202053,K2III       
47624,13.37119161,-52.18295165,B2.5Ib      
47625,13.37166985,26.51939026,G0          
47626,13.37187899,-8.69960006,G5          
47627,13.37332293,-33.95130864,K0III       
47628,13.37388017,20.69675757,K0          
47629,13.37428449,-30.80724524,G8III/IV    
47630,13.37432141,-25.84088899,F5V         
47631,13.37442984,-69.36112936,F0          
47632,13.37466784,-50.45268607,K1III       
47633,13.37467512,-0.57880345,K0          
47634,13.37527497,-6.20180359,K0          
47635,13.37564988,-22.9528172,G1/G2V      
47636,13.37572612,42.70329292,G8III       
47637,13.3761434,-22.95204586,G1/G2V      
47638,13.37618226,26.1156572,F5V         
47639,13.37721659,-60.98835608,B3V         
47640,13.3773391,-68.92720179,K3III       
47641,13.37790422,35.92859371,G5          
47642,13.37880752,-18.03081138,G5/G6V      
47643,13.37919892,44.71499317,A0V         
47644,13.37935051,-13.18650585,A2V         
