StarID,RA,Dec,Spectrum
13247,4.05511464,-2.36248957,G5          
13248,4.05528647,3.07765212,F0          
13249,4.05589488,3.18780428,K2          
13250,4.05614459,48.84089664,F7IVn       
13251,4.05669491,-10.55396138,K2          
13252,4.05687426,-20.14379271,B3V         
13253,4.05777333,-52.50567742,F0III       
13254,4.05803434,-24.46002285,M3/M4III    
13255,4.05803643,57.71360398,A0          
13256,4.0580963,-44.13779279,K3III       
13257,4.05865492,-26.48128877,F3V         
13258,4.05866584,81.5767804,F5          
13259,4.05868986,42.18204863,A2          
13260,4.05887556,12.89889237,M0          
13261,4.05903156,64.24239324,B8          
13262,4.05941299,-25.84788229,M2III       
13263,4.05968153,81.22648121,K0          
13264,4.06021526,-20.15868068,K2IIICN...  
13265,4.06035978,24.9463119,F8          
13266,4.06054983,-51.93046471,G3/G5V      
13267,4.06082352,19.45509359,K5          
13268,4.06094433,-47.86191862,A4/A5IV     
13269,4.0609518,-77.91560881,F6V         
13270,4.06105966,-24.87558817,K3III       
13271,4.0612494,-52.92897013,F0IV        
13272,4.06225716,81.87516529,K0          
13273,4.06232683,-37.07019806,A5m         
13274,4.06238995,5.43563754,B3V         
13275,4.06254217,-44.73299155,A1m...      
13276,4.06254483,-44.48147351,G5V         
13277,4.06338028,51.89827389,Am          
13278,4.06344678,37.9721843,A0p...      
13279,4.06407272,29.19802864,K1V         
13280,4.06421091,53.27771757,F8V         
13281,4.06471032,-55.39988373,A3V         
13282,4.06478918,-80.89023181,K3III       
13283,4.06508773,28.12601607,B8Vev comp  
13284,4.06569585,8.19720135,F2V         
13285,4.06612086,21.07093788,A2          
13286,4.0662971,-6.05181456,A0          
13287,4.06638699,79.05253096,K0          
13288,4.0664227,43.98874985,A3          
13289,4.06688564,-62.78602866,K3III       
13290,4.06702213,-71.39960615, 
13291,4.06723704,3.84066968,B9          
13292,4.06725263,-31.77878915,F8V         
13293,4.06728611,-4.60051567,K5          
13294,4.06860713,39.50995671,G5          
13295,4.06860787,37.61101821,G0          
13296,4.06906954,-16.58857827,K2/K3III/IV 
13297,4.06936205,-1.17507824,F5          
13298,4.06938545,2.82725258,F6IV        
13299,4.06942925,42.52756645,F8          
13300,4.06970846,23.40781053,F6IV-V      
13301,4.06998903,25.39919327,M0          
13302,4.07024375,-58.95307571,K3IV/VCN... 
13303,4.07027395,15.02691746,G5          
13304,4.07068146,43.03837691,A2          
13305,4.07079954,-13.84516455,K3III/IV    
13306,4.07162574,-19.46923781,A0V         
13307,4.0718685,12.50748815,M...        
13308,4.0718895,-15.72510364,M5/M6IV     
13309,4.07202532,-14.26256482,A6/A7V      
13310,4.07229603,-4.65558342,K0          
13311,4.07267785,53.32905051,B1Vnnpe     
13312,4.07268713,24.1060264,G0III...    
13313,4.07296157,-27.65475172,G5V         
13314,4.072974,-12.79233884,K1III       
13315,4.07318951,38.79668743,A3          
13316,4.07348824,56.00540633,B3Ia        
13317,4.07407817,-10.23512445,G0          
13318,4.07413087,76.1457526,K0          
13319,4.07421213,59.15550819,F0II        
13320,4.07429048,-34.73535584,M0III       
13321,4.07458373,-55.79721058,K1II        
13322,4.07482263,55.74065343,K0III       
13323,4.07494873,-6.17283143,A0          
13324,4.07514496,41.10065441,F5          
13325,4.07521903,-56.1495036,K0III       
13326,4.07522054,0.24643554,G5          
13327,4.07560111,-3.33953963,F0          
13328,4.07604585,35.92058655,A0          
13329,4.07651846,-45.90216933,G8III       
13330,4.07693718,55.06656306,F2IV        
13331,4.07755391,56.74220632,G5III       
13332,4.0776318,-41.28148937,G5V         
13333,4.07767149,17.51757889,K2III       
13334,4.0780255,-20.38183041,K1II        
13335,4.07823829,22.0820679,K0III       
13336,4.07862921,32.57122919,B3V         
13337,4.0788407,38.90059174,F5IV        
13338,4.07922105,-28.34851105,F3IV/V      
13339,4.07984246,54.98127296,F5          
13340,4.08034521,-22.72815003,K1III       
13341,4.08121184,-30.22203255,A8/A9V+...  
13342,4.08130504,4.79088398,F0          
13343,4.08149949,-2.42708433,A0          
13344,4.08180636,-25.51025244,F8/G0V+...  
13345,4.08221412,-35.44646315,G2V         
13346,4.08229306,-11.79903483,A0V         
13347,4.08236619,20.85660466,G0          
13348,4.08270905,37.08759322,A0          
13349,4.08290647,58.65977865,G0Iavar     
13350,4.0833391,-30.17943468,K3III       
13351,4.0844582,-36.3898429,K5III       
13352,4.08470083,-4.78539237,F5          
13353,4.08509081,-31.16965977,F0V         
13354,4.08520119,-9.26221057,K5          
13355,4.0860505,-7.43858047,K0          
13356,4.08616838,-21.45284399,K3III       
13357,4.08643581,13.29675914,A2          
13358,4.08673529,27.60978674,A2          
13359,4.08731922,-1.01173291,G5          
13360,4.08760572,23.79725619,F8          
13361,4.08762965,-47.22224565,K2/K3III    
13362,4.08778946,-0.56893652,F5          
13363,4.08883941,22.05778819,G5          
13364,4.08893042,22.00922152,G5V         
13365,4.08909874,-51.37230483,G8/K0III    
13366,4.09000531,23.16866175,K0          
13367,4.0903157,-32.80963905,K2III       
13368,4.09131613,40.30156392,K0          
13369,4.09182953,-7.5972413,K0          
13370,4.0919764,14.28638219,G9II-III    
13371,4.09202914,-58.47838201,A3/A4V      
13372,4.09262308,31.49722869,K5          
13373,4.09279794,-45.66671132,A7II/III    
13374,4.09334037,34.23931002,F2          
13375,4.09349858,35.16520035,K0          
13376,4.09350889,-31.05091174,F6V         
13377,4.09351975,48.20270439,K5          
13378,4.09354135,19.95501245,F5          
13379,4.09360619,50.75948261,F3III       
13380,4.09369552,-27.65203636,F0IV/V      
13381,4.09418543,-63.92798143,K3III       
13382,4.09435093,-35.46685895,K0III       
13383,4.09473703,45.62256252,A2          
13384,4.09488663,10.0371122,G5          
13385,4.09543029,47.22479927,F5          
13386,4.09561721,-73.28083816,A4V         
13387,4.09631332,-20.51253638,G8/K0III    
13388,4.09802516,10.97342896,F5          
13389,4.09829166,61.79443247,R8v         
13390,4.09835589,-10.29581615,M4III       
13391,4.09841115,11.9661256,M1          
13392,4.09849601,-35.06965196,K2III       
13393,4.09858254,-41.96051963,G5III       
13394,4.0987031,15.49908712,G0          
13395,4.09902599,-8.85608374,A3V         
13396,4.09958124,61.63277342,A0          
13397,4.10000069,79.78678323,A0          
13398,4.1000925,-14.72694085,K1III       
13399,4.10016062,4.69419109,F5          
13400,4.10035078,-38.99666627,G5IV/V      
13401,4.10058551,46.9256873,A2          
13402,4.10083198,-69.87137959,F0IV        
13403,4.10088065,68.67996526,K2III       
13404,4.1010179,47.29031433,F5          
13405,4.10120414,53.59518873,A0          
13406,4.10126963,26.21185919,F8          
13407,4.101303,24.73214904,S42v       
13408,4.10219501,73.74708769,K2          
13409,4.10224018,62.1018361,B0.5III     
13410,4.10252467,-0.02104937,G5          
13411,4.10294155,-59.87596056,K0IIICN...  
13412,4.10313522,32.95288368,K5          
13413,4.10316858,-23.27986462,K0III/IV    
13414,4.10317953,76.41554624,F2          
13415,4.10329155,20.6682888,K5          
13416,4.10362126,8.50262088,F8          
13417,4.10445993,15.69816786,G0          
13418,4.10451241,-19.51330882,K0III       
13419,4.10490023,-55.24419745,G8III/IV    
13420,4.1049723,-7.82872057,K0          
13421,4.10584042,-67.70539531,G8III       
13422,4.10634973,14.40206659,F2          
13423,4.1070864,43.41864345,G5          
13424,4.10845607,-42.36468848,F6/F7V      
13425,4.10865688,63.74566952,K0          
13426,4.10905249,-13.21088968,F5V         
13427,4.10947133,21.95650713,K2          
13428,4.10966913,-20.85122581,K7          
13429,4.10973758,50.35135022,A0IVn       
13430,4.11011055,27.60002519,B9p Si      
13431,4.11016185,54.00888446,K0III-IV    
13432,4.11017303,65.00921407,A3          
13433,4.11025061,-18.05077235,K3III       
13434,4.11038088,19.15275802,F2          
13435,4.11078129,65.52085977,A3m         
13436,4.11084468,32.38507127,B3V...      
13437,4.11097938,-52.97867204,K0III       
13438,4.11150584,25.72214667,A0          
13439,4.11153105,1.68414058,F5          
13440,4.11158409,-1.91448854,K0          
13441,4.1116193,-8.49361015,K0          
13442,4.11215056,27.52216355,K0          
13443,4.11229209,17.66349569,G0          
13444,4.11236951,-80.73554137,G2V         
13445,4.11242406,5.68678892,F8          
13446,4.11243229,-30.92003405,F7V         
13447,4.11252294,-21.67182297,G8V         
13448,4.11328366,4.88838614,F5          
13449,4.11370452,70.46056179,B9          
13450,4.11421564,-49.62855422,F3IV/V      
13451,4.11448956,30.2733929,K1II        
13452,4.11513736,8.19178719,K0          
13453,4.11550693,33.44638472,B5V:p SB    
13454,4.11614408,-21.99403296,A5m...      
13455,4.11636336,-15.9892032,F5III/IV    
13456,4.11681038,29.00128762,F1V         
13457,4.11684287,-10.00011025,G0          
13458,4.11698624,15.33507766,K5          
13459,4.11772369,-31.73163562,F5V         
13460,4.11788921,-28.8111273,F0V         
13461,4.11837935,-44.94563886,F8IV        
13462,4.11840745,-46.29817803,F3V         
13463,4.11881702,38.45432196,F0          
13464,4.11901553,21.26290848,K2          
13465,4.11908753,10.79988518,F8          
13466,4.11942446,27.50941717,G2III       
13467,4.1196221,13.81237724,F           
13468,4.11964049,-67.17091903,K1III       
13469,4.11964518,74.00051743,K0          
13470,4.11976997,12.26823481,B9          
13471,4.12000971,56.73813461,K0IV        
13472,4.1210391,-9.75780386,K0          
13473,4.12188316,13.53832837,A3          
13474,4.12206817,-36.14330246,A8III       
13475,4.12243463,-27.42506912,K1V         
13476,4.12258125,-64.22310952,G3V         
13477,4.12282593,-59.73046038,F5IV        
13478,4.12287649,-2.36721823,F5          
13479,4.12320016,-26.30000007,F2V         
13480,4.12323396,75.1757904,F8V         
13481,4.12327552,-39.49860919,M3III       
13482,4.12342797,43.27810067,A0          
13483,4.12359562,62.39071861,A2Vn        
13484,4.12367824,-42.9168104,K0III       
13485,4.12381064,74.6366543,K0          
13486,4.12453775,-66.44518555,K0III       
13487,4.1247391,-52.57088584,K1Vp        
13488,4.12479853,-6.00743101,A2          
13489,4.1250382,-15.44023678,G8IV        
13490,4.12533741,85.62141235,G0          
13491,4.12563628,-35.39166783,G8III       
13492,4.12617353,38.07508767,G5          
13493,4.1270644,-37.06194983,K3III       
13494,4.12806262,65.85187734,A0          
13495,4.12830729,15.16284328,F3V         
13496,4.12920341,51.45281144,B2V         
13497,4.12925573,80.97646941,A0          
13498,4.12966022,2.72570833,K5          
13499,4.13035701,62.33295289,B0V         
13500,4.13094288,62.33010752,B0III       
13501,4.13094909,-62.76254471,F8V         
13502,4.13102271,-27.56437162,K1III       
13503,4.13132918,-58.52705617,K3III       
13504,4.13144841,69.86504222,A0          
13505,4.13152457,4.29733912,F5          
13506,4.13185267,16.5306453,B9m         
13507,4.13276019,-4.18386663,K2          
13508,4.13279488,-50.17561208,K4III       
13509,4.13316983,17.33992101,K5III       
13510,4.13375852,48.79973795,A2          
13511,4.13382771,43.17947845,K0          
13512,4.13450163,79.61669994,F8          
13513,4.13630699,-65.57690376,K4III       
13514,4.13654729,-48.34568175,K0III       
13515,4.13654794,-42.85402156,F0V         
13516,4.1369733,43.1911844,B8          
13517,4.13729079,22.02123617,F5          
13518,4.13736252,44.66316182,G5          
13519,4.13762825,37.72797171,K1III       
13520,4.13790581,63.8359353,B8          
13521,4.13809959,-32.85683342,A7IV/V      
13522,4.138401,32.45999115,Ap...       
13523,4.13866952,41.49047999,A0          
13524,4.1390683,19.73765627,A2          
13525,4.13924152,-21.1288629,K0III       
13526,4.14006135,60.87667934,B9          
13527,4.14045458,46.3659743,B8          
13528,4.14072113,12.19187175, 
13529,4.14096518,31.53264119,A0          
13530,4.1409965,49.88345875,F8          
13531,4.14105853,-40.10003575,K4III       
13532,4.14108416,50.94258277,B8          
13533,4.14160922,46.69066973,K2          
13534,4.14183806,-68.70222944,F2V         
13535,4.14188976,12.33871981,K0          
13536,4.14262514,-71.64010608,F6V         
13537,4.14272748,-45.86485707,F2V         
13538,4.14328191,-59.52653074,K4V         
13539,4.14347081,38.04022796,F7V         
13540,4.14352027,33.72905224,G5          
13541,4.14361936,33.63673008,M1          
13542,4.14377926,-34.11934705,K2III       
13543,4.14409647,53.36093735,G1I (C0-20)
13544,4.14417287,25.87777382,G8II        
13545,4.14420146,-2.68736689,K0          
13546,4.14435002,-54.63811795,F8V         
13547,4.14435368,47.71259359,B3Ve        
13548,4.14440775,39.71248719,K0          
13549,4.14480567,43.68414577,K0          
13550,4.14497238,0.78315436,F2          
13551,4.14502692,10.09944261,M0          
13552,4.14513066,-20.06418982,G6III/IV    
13553,4.14560983,-47.39422009,K4III       
13554,4.14587712,-56.55413992,G8III       
13555,4.14627115,-8.67024963,B9          
13556,4.1464772,50.20048261,A0          
13557,4.14708167,17.29175464,A0          
13558,4.14711193,10.46371472,G5          
13559,4.14720462,-17.94526836,F2V         
13560,4.14769995,23.87116504,K2          
13561,4.14819331,23.09864633,A3          
13562,4.14841983,29.1907608,G0IV        
13563,4.14848495,46.22782849,A0          
13564,4.14873213,-19.13192067,K2          
13565,4.14896841,-62.56231034,F3V         
13566,4.14911693,41.50401507,A3          
13567,4.14921066,-28.90936623,F2V         
13568,4.15005055,-25.01779779,K2III       
13569,4.15035064,-17.61325453,F3V         
13570,4.15043351,13.39829829,B9.5V       
13571,4.15086632,71.34368596,B9          
13572,4.1509419,-15.89084033,G5/G6IVw    
13573,4.15143152,-4.70727776,M5          
13574,4.15186636,-48.47609417,A2mA9-F2    
13575,4.15206626,27.11561208,G0          
13576,4.15214868,-16.39987458,F0/F2V      
13577,4.15216472,10.76517648,G5          
13578,4.15237888,28.64305137,F8V         
13579,4.15250918,0.17893034,F8          
13580,4.15272246,-20.70439618,K0III       
13581,4.15275015,19.60929366,K2III       
13582,4.15285782,40.16155116,F8          
13583,4.1532103,78.95590043,B9          
13584,4.15329411,36.42751579,M0          
13585,4.15340481,63.84270739,G5          
13586,4.15377635,-77.05057768,A3IV        
13587,4.15406803,-53.37511256,M           
13588,4.15486574,-28.79019453,K3III       
13589,4.15492269,30.64288761,K0          
13590,4.15495452,-16.38587725,B5IV        
13591,4.15568846,-7.92902893,A2          
13592,4.15615596,54.82908817,F5V         
13593,4.15622966,73.57031765,F5          
13594,4.15627542,18.90678484,K0          
13595,4.15645679,57.09118055,B6Ia        
13596,4.1564828,36.03440451,F8          
13597,4.15654405,-27.8098734,F3V         
13598,4.1567931,58.5601486,F0          
13599,4.15728993,-11.99381346,F7/F8V      
13600,4.15733635,-14.69834026,M0          
13601,4.15755774,6.72518832,B9          
13602,4.15766003,59.9080759,G8II        
13603,4.15772488,-36.65493092,K2III       
13604,4.15782189,-17.47869178,G8IV        
13605,4.1579986,56.43118977,K5III       
13606,4.15803695,33.76707032,K0          
13607,4.15881027,-26.02076122,K3III       
13608,4.15889197,-47.4301662,K2III       
13609,4.15944744,-17.50252215,F2V         
13610,4.15969953,69.54211787,G5          
13611,4.15973935,-32.97514783,K1III       
13612,4.16078084,31.65195602,F5          
13613,4.16098468,76.9943634,G5          
13614,4.16117749,-66.04685993,K2III       
13615,4.16135356,-7.89310465,G0          
13616,4.16195463,3.3228449,F2          
13617,4.16197578,-79.34374835,G5          
13618,4.16198813,35.97755652,K0          
13619,4.16213302,24.07299386,A3          
13620,4.16251658,-12.56080537,B9.5V       
13621,4.16364869,-3.57352788,A0          
13622,4.16368268,9.30550501,K5V         
13623,4.16396872,10.80051785,G5          
13624,4.16418904,-79.01791167,A2V         
13625,4.16458068,-19.28698797,K0III       
13626,4.16509504,53.86922929,F8          
13627,4.16632986,-19.00280186,K0III       
13628,4.16637454,-25.04191837,K0/K1III    
13629,4.16672884,86.62635165,F5IV        
13630,4.16683819,-33.1531894,K3/K4III    
13631,4.16706764,-18.71110645,F3/F5V      
13632,4.16717955,68.37370575,F0          
13633,4.16733456,10.84628145,G5          
13634,4.16744046,80.69867409,G8III+...   
13635,4.16757611,-41.92433717,G8III       
13636,4.16760717,-34.4977294,M2III       
13637,4.16856589,7.69795698,B9          
13638,4.16871924,-61.59875505,F7/F8V      
13639,4.16976551,-6.05809561,F8          
13640,4.16993636,18.47452135,K7          
13641,4.17018807,-42.6224413,K0III       
13642,4.17050062,17.36880246,K5          
13643,4.170525,66.84667064,K5          
13644,4.17130232,-40.34335053,A2m...      
13645,4.17162822,1.34642918,K0          
13646,4.17173535,30.64838167,K0          
13647,4.17219747,8.41476694,B9          
13648,4.17257409,39.2257871,F0          
13649,4.17267217,12.07739896,K0          
13650,4.17292217,-6.92382327,G8III       
13651,4.17359513,-30.28228162,F3IV/V      
13652,4.1736276,42.17399086,M...        
13653,4.17466132,-15.02896867,A9V         
13654,4.17493599,-26.05175835,K0III       
13655,4.17497225,-40.53582856,A9III       
13656,4.17541774,-45.51482305,K1III       
13657,4.1762738,-26.60833854,G3V         
13658,4.17657998,5.61496175,G5          
13659,4.17689743,38.48706865,A2          
13660,4.1780088,64.49315338,B8          
13661,4.17803817,15.23705549,G5          
13662,4.17808496,70.32884935,G5          
13663,4.17815404,-25.42557439,F5V         
13664,4.17832955,53.15213192,G5          
13665,4.17833032,-60.76867212,K2III       
13666,4.17841337,18.4233291,F6V         
13667,4.17894436,-11.33143074,K2          
13668,4.17901477,-25.09593165,F8V         
13669,4.17902174,-4.87450715,G0          
13670,4.17941262,-35.27372401,K2IIIp...   
13671,4.17966584,-19.18442129, 
13672,4.1799268,-8.81982097,G9III:      
13673,4.18052249,26.48103948,F2IV-V      
13674,4.18067583,-41.99374121,A9V         
13675,4.18068746,-86.1944487,F5IV        
13676,4.18108933,42.2096513,M5IIIvar    
13677,4.18153633,-29.05423631,G8III/IV    
13678,4.18199241,15.94669837,A0          
13679,4.18255616,57.14421096,A2          
13680,4.18267019,-14.36301801,K2III/IV    
13681,4.18306167,33.5868138,K1II-III    
13682,4.18310009,14.27763616,K0          
13683,4.1834778,1.96438099,F0          
13684,4.18419747,-46.94113276,F6V         
13685,4.18427633,16.64697895,B8          
13686,4.18454744,-34.11309071,F3V         
13687,4.18459699,-20.05143468,M3III       
13688,4.18471704,-5.27034966,K0          
13689,4.18479027,-18.42666551,F3/F5V      
13690,4.18483603,60.17359046,A0          
13691,4.18497988,6.71856635,G5          
13692,4.18527426,35.92832399,A0          
13693,4.18559143,45.40217992,G5          
13694,4.18577303,-54.03937018,F3V         
13695,4.18593246,2.31843447,M...        
13696,4.18601471,49.62341915,F0          
13697,4.18624979,15.62625776,A0          
13698,4.18701121,41.74755834,K0          
13699,4.18735627,55.91051763,K5          
13700,4.18802613,46.92056752,F5          
13701,4.18894325,5.52303505,F4V         
13702,4.18922022,60.08223081,A0          
13703,4.18939499,22.06112731,G5          
13704,4.18959388,44.36215981,A0          
13705,4.18985844,-80.99577156,K2III       
13706,4.19044548,-15.96846815,K2/K3IIICN. 
13707,4.19081046,40.9133455,A2          
13708,4.19083382,41.85995522,F8          
13709,4.19111294,-3.25575629,K2          
13710,4.1912095,37.80315967,K0          
13711,4.19212356,-0.4224967,K0          
13712,4.19338206,-20.35627812,A1V + (F/G) 
13713,4.19388057,29.83044049,K0          
13714,4.19434853,-52.11139492,K1III       
13715,4.1944652,5.32309086,F2          
13716,4.19478086,31.55073448,Ap...       
13717,4.19525636,-47.08550254,K0III       
13718,4.19547207,-21.41666825,A0V         
13719,4.19580251,-59.16990366,F3V         
13720,4.19692886,25.98383684,G0          
13721,4.1975866,24.43087694,F5          
13722,4.19775922,-6.8377787,F2II-III    
13723,4.19833264,63.04100755,G5          
13724,4.19866486,-83.60195345,G0V         
13725,4.1989167,-8.83750229,G5          
13726,4.19892615,23.63645851,K0          
13727,4.19899445,-52.42393125,F6V         
13728,4.19936268,-67.55808458,K0III       
13729,4.19969228,-60.66491838,K2III       
13730,4.19969303,-53.41207607,K2III       
13731,4.19985611,-47.32090575,G8/K0III    
13732,4.20007212,-17.27460047,K0III       
13733,4.20029961,46.52846827,F0          
13734,4.20048743,24.56825772,G8III       
13735,4.20106043,-66.62357951,G8III       
13736,4.20106834,35.35956777,A0          
13737,4.20141702,68.99198578,A5          
13738,4.20149671,-13.22309539,A2/A3V      
13739,4.20192969,-48.97681626,G8III/IV    
13740,4.20247667,-10.4691556,G5 + G5     
13741,4.202578,0.73555565,G5          
13742,4.20280122,-34.95642374,K4III       
13743,4.2028785,-30.43656689,K1III       
13744,4.20309956,-13.63713701,G8III/IV    
13745,4.20314413,21.53584226,F           
13746,4.20356489,14.93261694,G0          
13747,4.20373181,32.18681129,A0          
13748,4.2037777,79.03000545,K0          
13749,4.20434256,36.81304092,K0          
13750,4.2056547,-4.41028399,K5          
13751,4.20566819,64.96034304,F0          
13752,4.20573255,42.90781647,F4V...      
13753,4.20635062,37.71184965,G0          
13754,4.206358,-57.80657486,F7V         
13755,4.20655304,-31.58085257,G5IV        
13756,4.20694789,23.57463362,G6III       
13757,4.20793754,4.81981715,G5          
13758,4.20807589,26.04570568,F5          
13759,4.20857167,-36.15261121,F3V         
13760,4.20870129,17.27750726,K0III       
13761,4.2087737,-44.3682493,K3/K4III    
13762,4.20905387,-10.56607862,A5          
13763,4.20916117,-2.51271408,K0          
13764,4.20917217,59.4482737,A0          
13765,4.20945668,-36.14366432,F0/F2IV/V   
13766,4.21012892,42.1184423,A5          
13767,4.21050904,51.16835877,F5          
13768,4.21059643,17.83467372,K2          
13769,4.21080782,-45.36768392,M0III       
13770,4.21100666,-43.87450664,K2/K3III    
13771,4.21176179,70.20148712,M0V:        
13772,4.21198805,-44.68081946,A9IV/V      
13773,4.21207028,5.03087607,G5          
13774,4.21214174,-47.56576624,G3V         
13775,4.21297967,23.52082061,K2          
13776,4.21302342,11.17139598,F2          
13777,4.21334535,-23.82116886,M0III       
13778,4.21358824,54.41263212,F0          
13779,4.21362785,19.53880776,A2          
13780,4.2140256,-30.3141785,K3III       
13781,4.21423534,22.41348359,B9IIIsp...  
13782,4.21440976,68.50113286,K0          
13783,4.21448368,-21.36925515,K0III       
13784,4.21561933,-6.38804034,K0          
13785,4.21564487,-11.12307847,K           
13786,4.21623541,32.53277052,K0          
13787,4.21635704,68.3285126,A2          
13788,4.21642762,44.15911688,A0          
13789,4.21679804,-28.54075193,F7V         
13790,4.21687557,9.12870738,F2          
13791,4.21690251,33.74225407,G5          
13792,4.21733311,-26.43512163,F7V         
13793,4.21735084,-32.79493419,A6V         
13794,4.21736515,-4.31199722,G5          
13795,4.21758675,-23.12827946,F2IV/V      
13796,4.21789759,47.90757904,K2          
13797,4.21833377,-14.32282275,A4V         
13798,4.21854002,-72.82070688,F6IV/V      
13799,4.21867208,-36.54507402,M4/M5III    
13800,4.21916699,-38.01596053,K4III       
13801,4.22014568,-3.88489764,M...        
13802,4.22058878,-31.28332465,A6IV        
13803,4.22081945,-70.42058526,A9IV        
13804,4.22165265,-69.12075368,K0III       
13805,4.22306778,2.86882067,F5          
13806,4.22308019,-12.29555908,K0III       
13807,4.22308599,65.93553484,G5          
13808,4.22311788,35.47675918,A0          
13809,4.22344757,3.9022164,K5          
13810,4.22345679,29.12294671,M0          
13811,4.22455092,-49.12189927,K1III       
13812,4.22489553,-10.38708061,M6III       
13813,4.22534616,8.89035537,A2m         
13814,4.22586282,7.7160341,F3V...      
13815,4.22626519,10.2125193,B8Vn        
13816,4.22658692,-40.35783872,K3III       
13817,4.22688037,-50.58616905,M2Ib/II:    
13818,4.22688624,-25.52928193,K0III       
13819,4.22720057,-41.38884605,A5II/III    
13820,4.22726276,-1.1497257,B5IV        
13821,4.22770989,-58.0220314,A5IV/V      
13822,4.22808101,49.0939407,G5          
13823,4.22856533,-17.47304675,A9V         
13824,4.22886031,39.68032589,K5          
13825,4.22911311,72.1262304,K1III       
13826,4.22965001,-84.48581399,B1Iab:      
13827,4.22999793,-51.59350866,K4III       
13828,4.23050833,12.75374144,K0          
13829,4.23174451,-37.05669365, 
13830,4.23184416,50.47823452,K0          
13831,4.23207525,82.91921119,M0          
13832,4.23233081,9.26389844,G5III       
13833,4.23257019,-37.03036602,K3III:      
13834,4.23300102,-32.04203055,K0III       
13835,4.23305457,42.58246258,F0          
13836,4.23307263,22.70808382,A0          
13837,4.23325835,37.96713609,G9III       
13838,4.23335592,-42.29387294,K1III       
13839,4.23353068,-0.49976098,K5          
13840,4.23360435,11.02723956,A2          
13841,4.23426568,-30.11275667,K0III       
13842,4.23431958,-15.99312726,M1III       
13843,4.23432295,-15.03104668,K3/K4IV:    
13844,4.23524851,38.46950838,F0          
13845,4.23598577,-46.13221353,F8/G0V      
13846,4.236451,-56.17690385,F5V         
13847,4.23662896,-24.20520816,A9V         
13848,4.23689351,44.74966973,A5          
13849,4.23748651,18.8940343,F0          
13850,4.23754154,66.54791826,K5          
13851,4.23827632,78.37481098,K0          
13852,4.23835808,12.34824549,G2V         
13853,4.23884251,-38.26015596,G8III       
13854,4.2389739,69.50671361,K0          
13855,4.23902772,-60.20855194,F2V         
13856,4.23914934,19.57978471,F8          
13857,4.23945941,-64.96750325,F6w...      
13858,4.23955964,54.52420993,A0          
13859,4.2398299,-69.54512198,F8/G0V      
13860,4.23991476,-10.2558889,K3III       
13861,4.2401802,-6.97440092,K0          
13862,4.2403072,1.65933021,G5          
13863,4.24039753,-62.47397888,G7III       
13864,4.24044066,14.62508304,G5V         
13865,4.24051566,-73.64511438,K2III       
13866,4.24057787,-54.71117823,K0III/IV    
13867,4.24058406,-20.72537434,K0IIICNp... 
13868,4.24067333,23.69645378,K0          
13869,4.24088499,12.43534652,G0          
13870,4.24173203,3.02139704,K3V         
13871,4.24176675,22.45194749,F5V         
13872,4.2418995,-75.80810816,M1III       
13873,4.24200288,-70.76011231,K1IIICN...  
13874,4.24212104,27.95980162,F2          
13875,4.24228843,23.57506214,G3V         
13876,4.2423575,-38.9705464,K1/K2III    
13877,4.24285278,10.70140049,F8V         
13878,4.24336747,-59.08971448,G0V         
13879,4.24339945,10.01143911,B9Vn        
13880,4.24361643,-2.13979225,K5          
13881,4.24543634,71.21543478,A0          
13882,4.24664524,-10.56865551,K0          
13883,4.24681922,-62.19204942,K0III       
13884,4.24774009,13.05499937,K5          
13885,4.24777728,-5.3965686,F8          
13886,4.24779819,37.54268034,G5          
13887,4.24814171,40.48372394,G5II comp   
13888,4.24829381,48.40937312,G0Ib...     
13889,4.24920657,51.23229683,A0V         
13890,4.24937023,-5.63069835,G:...       
13891,4.24951868,36.50206248,A2          
13892,4.24967525,-0.9973904,G5          
13893,4.25008428,-16.18065489,G5IV/V      
13894,4.25025977,10.74816557,A2          
13895,4.25049956,57.46036262,A4III       
13896,4.25070924,-40.05522963,A3m...      
13897,4.25085146,7.41432084,G0          
13898,4.25149777,-53.00904394,M5III       
13899,4.25168585,-30.0719537,A0V         
13900,4.25174864,24.31018263,A           
13901,4.25189314,3.24652559,A0          
13902,4.25237533,3.9574316,A0          
13903,4.25263222,-4.41809253,K5V         
13904,4.25286163,29.90246378,K1IV        
13905,4.25287219,14.39849914,K2          
13906,4.2530761,-37.19690064,A3V         
13907,4.25322195,-38.29509818,G8IV        
13908,4.25348825,-16.19653945,A7V         
13909,4.25350127,-31.78972745,K1III       
13910,4.25378089,76.28859756,G5          
13911,4.25383229,54.96399655,F9IV:       
13912,4.25391023,44.76788056,A0          
13913,4.25406915,75.82020024,F2          
13914,4.2543405,-34.38617811,K2III       
13915,4.25484162,-54.86451101,M1III:      
13916,4.25489948,-7.64455846,K1V         
13917,4.25521503,8.42929003,A0          
13918,4.25670071,24.07848538,M2          
13919,4.25704346,-53.60230365,G6IV/V      
13920,4.25717971,6.1999255,G5IV        
13921,4.25743173,-16.44517816,B7III       
13922,4.25751844,4.00938156,A0          
13923,4.25801802,6.18712133,G0IV...     
13924,4.25890144,8.89240989,B3IV        
13925,4.25894467,58.52280199,K0          
13926,4.25933742,15.70632279,M2          
13927,4.2600152,41.86938137,F0          
13928,4.26052369,0.0039072,A5          
